IP 地址,已发�?已接�?丢包�?平均延迟,下载速度 (MB/s),,,
104.22.3.25,1,1,0,280.73,0
198.41.205.238,1,1,0,280.74,0
162.159.50.34,1,1,0,280.74,0
162.159.11.249,1,1,0,280.74,0
104.25.107.110,1,1,0,280.74,0
104.16.148.116,1,1,0,280.75,0
104.23.131.84,1,1,0,280.75,0
104.20.238.191,1,1,0,280.76,0
172.67.8.148,1,1,0,280.79,0
172.67.14.245,1,1,0,280.83,0
104.16.132.194,1,1,0,280.83,0
173.245.49.167,1,1,0,280.83,0
198.41.209.93,1,1,0,280.85,0
104.16.15.68,1,1,0,280.85,0
172.66.43.98,1,1,0,280.85,0
104.27.194.145,1,1,0,280.88,0
141.101.90.188,1,1,0,280.89,0
104.20.162.210,1,1,0,280.9,0
141.101.113.3,1,1,0,280.91,0
141.101.113.83,1,1,0,280.91,0
172.67.53.157,1,1,0,280.91,0
172.65.154.172,1,1,0,280.91,0
104.24.31.104,1,1,0,280.92,0
104.21.192.218,1,1,0,280.93,0
172.65.100.162,1,1,0,280.93,0
172.67.52.154,1,1,0,280.93,0
172.67.46.23,1,1,0,280.94,0
104.18.168.118,1,1,0,280.96,0
104.17.39.27,1,1,0,280.96,0
198.41.215.74,1,1,0,280.97,0
172.64.52.50,1,1,0,280.98,0
104.24.26.116,1,1,0,280.98,0
190.93.245.156,1,1,0,280.98,0
190.93.245.216,1,1,0,280.98,0
104.18.174.244,1,1,0,280.99,0
104.24.48.244,1,1,0,281,0
104.16.14.207,1,1,0,281.01,0
172.67.42.108,1,1,0,281.03,0
162.159.15.235,1,1,0,281.06,0
172.67.48.119,1,1,0,281.07,0
104.17.1.239,1,1,0,281.09,0
172.67.8.210,1,1,0,281.09,0
104.23.105.223,1,1,0,281.1,0
104.16.16.235,1,1,0,281.1,0
104.16.3.211,1,1,0,281.11,0
104.16.3.234,1,1,0,281.11,0
172.65.101.187,1,1,0,281.11,0
162.159.0.205,1,1,0,281.12,0
104.18.139.104,1,1,0,281.15,0
172.64.138.142,1,1,0,281.15,0
104.27.114.44,1,1,0,281.16,0
173.245.49.179,1,1,0,281.17,0
173.245.49.185,1,1,0,281.19,0
172.64.111.199,1,1,0,281.21,0
172.67.14.226,1,1,0,281.21,0
104.16.12.250,1,1,0,281.22,0
141.101.113.77,1,1,0,281.23,0
190.93.244.206,1,1,0,281.24,0
104.23.141.50,1,1,0,281.24,0
104.17.172.9,1,1,0,281.24,0
162.159.29.146,1,1,0,281.24,0
172.64.174.163,1,1,0,281.25,0
172.67.7.195,1,1,0,281.27,0
172.64.132.139,1,1,0,281.29,0
104.25.128.44,1,1,0,281.29,0
172.65.36.218,1,1,0,281.31,0
104.25.96.34,1,1,0,281.32,0
173.245.49.160,1,1,0,281.33,0
104.27.15.28,1,1,0,281.34,0
104.19.4.75,1,1,0,281.34,0
104.27.14.199,1,1,0,281.34,0
104.25.133.19,1,1,0,281.35,0
104.16.4.16,1,1,0,281.35,0
172.64.132.62,1,1,0,281.36,0
104.16.140.207,1,1,0,281.37,0
104.16.159.60,1,1,0,281.38,0
104.21.216.204,1,1,0,281.4,0
172.65.223.67,1,1,0,281.4,0
104.23.140.187,1,1,0,281.41,0
198.41.223.254,1,1,0,281.42,0
172.64.53.22,1,1,0,281.43,0
104.20.243.81,1,1,0,281.43,0
104.18.216.160,1,1,0,281.44,0
104.27.115.120,1,1,0,281.45,0
104.25.117.18,1,1,0,281.45,0
104.27.192.174,1,1,0,281.46,0
162.159.48.244,1,1,0,281.46,0
173.245.49.53,1,1,0,281.47,0
173.245.49.52,1,1,0,281.47,0
104.18.122.232,1,1,0,281.47,0
173.245.49.152,1,1,0,281.5,0
104.24.10.157,1,1,0,281.5,0
104.20.226.78,1,1,0,281.51,0
172.64.50.152,1,1,0,281.54,0
162.159.192.152,1,1,0,281.54,0
104.16.154.14,1,1,0,281.55,0
104.25.123.1,1,1,0,281.56,0
104.16.10.171,1,1,0,281.56,0
104.16.135.170,1,1,0,281.57,0
104.23.111.10,1,1,0,281.58,0
104.18.242.182,1,1,0,281.6,0
198.41.221.127,1,1,0,281.61,0
104.27.48.136,1,1,0,281.61,0
172.64.173.76,1,1,0,281.64,0
104.16.135.46,1,1,0,281.64,0
172.67.3.145,1,1,0,281.65,0
104.16.3.228,1,1,0,281.66,0
141.101.123.231,1,1,0,281.67,0
104.20.205.143,1,1,0,281.67,0
104.16.4.11,1,1,0,281.67,0
104.16.152.14,1,1,0,281.68,0
172.64.50.205,1,1,0,281.68,0
104.23.100.181,1,1,0,281.68,0
104.20.78.103,1,1,0,281.71,0
190.93.245.150,1,1,0,281.72,0
190.93.245.149,1,1,0,281.72,0
141.101.90.194,1,1,0,281.72,0
104.16.117.235,1,1,0,281.72,0
104.16.147.198,1,1,0,281.73,0
172.67.45.110,1,1,0,281.74,0
104.17.128.208,1,1,0,281.75,0
172.67.8.96,1,1,0,281.76,0
172.67.23.246,1,1,0,281.81,0
190.93.244.205,1,1,0,281.82,0
162.159.29.144,1,1,0,281.82,0
173.245.49.214,1,1,0,281.83,0
173.245.49.157,1,1,0,281.83,0
172.67.8.209,1,1,0,281.83,0
198.41.219.32,1,1,0,281.84,0
162.159.19.220,1,1,0,281.84,0
104.27.194.247,1,1,0,281.84,0
104.25.112.72,1,1,0,281.85,0
162.159.192.121,1,1,0,281.85,0
162.159.192.140,1,1,0,281.85,0
104.16.229.29,1,1,0,281.86,0
104.20.212.63,1,1,0,281.88,0
104.18.122.217,1,1,0,281.88,0
172.65.100.159,1,1,0,281.88,0
198.41.222.119,1,1,0,281.89,0
172.67.27.238,1,1,0,281.9,0
162.159.20.170,1,1,0,281.91,0
104.17.112.201,1,1,0,281.93,0
198.41.222.32,1,1,0,281.93,0
104.22.21.77,1,1,0,281.94,0
198.41.211.40,1,1,0,281.94,0
172.67.0.180,1,1,0,281.95,0
141.101.113.60,1,1,0,281.96,0
141.101.123.205,1,1,0,281.96,0
172.67.24.208,1,1,0,281.97,0
190.93.245.206,1,1,0,281.98,0
190.93.247.96,1,1,0,281.98,0
162.159.255.144,1,1,0,281.99,0
172.65.97.157,1,1,0,281.99,0
104.18.182.81,1,1,0,281.99,0
104.17.24.25,1,1,0,281.99,0
104.21.28.84,1,1,0,282,0
162.159.15.140,1,1,0,282.03,0
104.19.41.238,1,1,0,282.04,0
172.65.95.225,1,1,0,282.04,0
104.29.60.44,1,1,0,282.04,0
108.162.192.120,1,1,0,282.05,0
104.18.199.194,1,1,0,282.06,0
104.17.129.75,1,1,0,282.06,0
104.23.102.17,1,1,0,282.07,0
162.159.192.139,1,1,0,282.07,0
104.29.94.70,1,1,0,282.07,0
172.65.154.147,1,1,0,282.08,0
104.27.200.124,1,1,0,282.09,0
104.27.109.10,1,1,0,282.11,0
172.67.9.225,1,1,0,282.11,0
172.67.9.232,1,1,0,282.11,0
172.67.9.237,1,1,0,282.12,0
172.67.6.70,1,1,0,282.13,0
172.65.97.211,1,1,0,282.15,0
141.101.123.49,1,1,0,282.15,0
172.65.44.49,1,1,0,282.15,0
104.16.178.223,1,1,0,282.17,0
104.16.178.185,1,1,0,282.17,0
104.16.4.4,1,1,0,282.18,0
172.64.173.219,1,1,0,282.19,0
173.245.49.180,1,1,0,282.19,0
173.245.49.90,1,1,0,282.19,0
104.24.25.150,1,1,0,282.24,0
198.41.217.60,1,1,0,282.24,0
104.27.198.110,1,1,0,282.25,0
104.25.106.219,1,1,0,282.26,0
141.101.123.19,1,1,0,282.26,0
104.16.51.58,1,1,0,282.27,0
104.19.54.165,1,1,0,282.29,0
162.159.202.218,1,1,0,282.29,0
104.16.173.77,1,1,0,282.3,0
172.67.8.91,1,1,0,282.32,0
173.245.49.149,1,1,0,282.33,0
173.245.49.64,1,1,0,282.33,0
141.101.114.116,1,1,0,282.33,0
172.64.131.101,1,1,0,282.34,0
104.27.200.191,1,1,0,282.36,0
104.25.137.227,1,1,0,282.36,0
104.20.202.187,1,1,0,282.36,0
104.21.223.101,1,1,0,282.37,0
172.67.21.190,1,1,0,282.38,0
172.65.211.103,1,1,0,282.41,0
104.27.117.204,1,1,0,282.41,0
172.67.174.69,1,1,0,282.41,0
162.159.20.83,1,1,0,282.41,0
172.67.247.82,1,1,0,282.42,0
104.17.17.12,1,1,0,282.44,0
104.24.59.1,1,1,0,282.46,0
173.245.49.51,1,1,0,282.46,0
104.19.29.2,1,1,0,282.48,0
190.93.245.49,1,1,0,282.48,0
104.21.210.158,1,1,0,282.49,0
173.245.49.146,1,1,0,282.5,0
141.101.123.55,1,1,0,282.51,0
172.65.38.75,1,1,0,282.51,0
104.22.21.67,1,1,0,282.53,0
198.41.223.211,1,1,0,282.54,0
172.65.93.75,1,1,0,282.55,0
104.18.228.203,1,1,0,282.56,0
172.64.103.190,1,1,0,282.58,0
141.101.123.140,1,1,0,282.59,0
104.17.128.253,1,1,0,282.59,0
172.66.40.19,1,1,0,282.6,0
104.16.177.145,1,1,0,282.63,0
172.66.41.106,1,1,0,282.64,0
172.65.211.218,1,1,0,282.67,0
172.67.8.199,1,1,0,282.68,0
104.18.107.228,1,1,0,282.68,0
172.64.42.250,1,1,0,282.69,0
173.245.49.100,1,1,0,282.69,0
172.65.154.142,1,1,0,282.7,0
162.159.31.134,1,1,0,282.7,0
162.159.4.242,1,1,0,282.7,0
172.65.92.162,1,1,0,282.71,0
104.27.113.130,1,1,0,282.71,0
104.27.116.88,1,1,0,282.72,0
104.16.3.220,1,1,0,282.73,0
104.31.16.218,1,1,0,282.75,0
104.16.8.85,1,1,0,282.76,0
198.41.211.45,1,1,0,282.76,0
104.20.245.141,1,1,0,282.76,0
198.41.221.115,1,1,0,282.77,0
172.67.52.30,1,1,0,282.78,0
172.67.40.46,1,1,0,282.78,0
141.101.115.33,1,1,0,282.79,0
104.25.106.111,1,1,0,282.8,0
104.16.3.210,1,1,0,282.8,0
172.65.109.202,1,1,0,282.81,0
141.101.123.201,1,1,0,282.81,0
173.245.49.150,1,1,0,282.83,0
172.65.223.106,1,1,0,282.84,0
172.67.6.239,1,1,0,282.84,0
104.20.242.213,1,1,0,282.85,0
104.18.254.29,1,1,0,282.85,0
104.19.30.90,1,1,0,282.85,0
141.101.115.231,1,1,0,282.86,0
104.16.116.197,1,1,0,282.86,0
104.27.14.205,1,1,0,282.86,0
198.41.221.148,1,1,0,282.86,0
190.93.245.247,1,1,0,282.88,0
172.65.36.123,1,1,0,282.9,0
104.29.59.198,1,1,0,282.92,0
173.245.49.131,1,1,0,282.94,0
141.101.115.88,1,1,0,282.95,0
172.67.20.15,1,1,0,282.96,0
172.65.215.119,1,1,0,282.97,0
104.20.83.168,1,1,0,282.97,0
104.23.140.3,1,1,0,282.98,0
190.93.245.195,1,1,0,282.98,0
190.93.245.193,1,1,0,282.98,0
104.27.192.215,1,1,0,282.98,0
104.21.239.181,1,1,0,283.02,0
172.64.32.35,1,1,0,283.02,0
172.67.174.218,1,1,0,283.02,0
172.64.48.163,1,1,0,283.02,0
104.18.246.200,1,1,0,283.03,0
104.27.192.188,1,1,0,283.05,0
104.21.45.138,1,1,0,283.07,0
104.23.132.17,1,1,0,283.07,0
172.65.213.4,1,1,0,283.08,0
162.159.13.148,1,1,0,283.08,0
172.65.210.126,1,1,0,283.09,0
104.27.194.148,1,1,0,283.09,0
104.20.169.151,1,1,0,283.09,0
104.17.38.250,1,1,0,283.1,0
162.159.7.109,1,1,0,283.1,0
104.20.202.198,1,1,0,283.13,0
104.22.43.56,1,1,0,283.14,0
104.25.123.44,1,1,0,283.15,0
104.21.216.190,1,1,0,283.15,0
173.245.49.61,1,1,0,283.15,0
173.245.49.66,1,1,0,283.15,0
173.245.49.154,1,1,0,283.15,0
172.67.8.16,1,1,0,283.16,0
104.21.29.15,1,1,0,283.16,0
172.65.44.172,1,1,0,283.17,0
104.18.2.107,1,1,0,283.17,0
172.67.52.179,1,1,0,283.18,0
173.245.49.226,1,1,0,283.19,0
172.67.27.19,1,1,0,283.19,0
104.23.125.52,1,1,0,283.19,0
172.65.100.136,1,1,0,283.21,0
172.67.1.168,1,1,0,283.22,0
104.20.239.107,1,1,0,283.22,0
104.18.22.200,1,1,0,283.23,0
172.67.41.93,1,1,0,283.24,0
172.65.97.40,1,1,0,283.24,0
172.67.8.24,1,1,0,283.25,0
104.16.210.205,1,1,0,283.26,0
104.20.253.125,1,1,0,283.26,0
104.31.16.220,1,1,0,283.27,0
172.67.56.75,1,1,0,283.27,0
198.41.205.191,1,1,0,283.29,0
162.159.9.25,1,1,0,283.3,0
172.64.129.221,1,1,0,283.31,0
104.16.182.171,1,1,0,283.32,0
104.23.110.216,1,1,0,283.32,0
173.245.49.56,1,1,0,283.32,0
141.101.123.26,1,1,0,283.34,0
172.67.10.181,1,1,0,283.34,0
104.25.136.228,1,1,0,283.36,0
172.67.3.141,1,1,0,283.36,0
190.93.246.87,1,1,0,283.38,0
172.67.3.189,1,1,0,283.4,0
172.67.41.140,1,1,0,283.4,0
172.64.32.205,1,1,0,283.41,0
172.67.5.83,1,1,0,283.41,0
162.159.7.96,1,1,0,283.42,0
104.20.77.227,1,1,0,283.43,0
141.101.90.250,1,1,0,283.43,0
104.27.97.127,1,1,0,283.44,0
162.159.33.172,1,1,0,283.44,0
162.159.33.170,1,1,0,283.44,0
172.65.159.11,1,1,0,283.45,0
141.101.121.239,1,1,0,283.46,0
172.65.158.207,1,1,0,283.5,0
104.25.108.177,1,1,0,283.51,0
104.20.212.55,1,1,0,283.51,0
198.41.217.222,1,1,0,283.52,0
104.20.214.124,1,1,0,283.53,0
172.67.0.73,1,1,0,283.54,0
104.25.135.36,1,1,0,283.58,0
141.101.114.127,1,1,0,283.58,0
104.19.135.182,1,1,0,283.59,0
104.24.19.111,1,1,0,283.59,0
141.101.121.156,1,1,0,283.59,0
104.23.125.135,1,1,0,283.59,0
172.65.211.88,1,1,0,283.61,0
190.93.247.59,1,1,0,283.62,0
172.67.8.49,1,1,0,283.63,0
198.41.221.77,1,1,0,283.64,0
162.159.160.174,1,1,0,283.66,0
104.20.245.220,1,1,0,283.67,0
172.67.55.175,1,1,0,283.68,0
173.245.49.178,1,1,0,283.69,0
172.66.45.32,1,1,0,283.7,0
104.16.94.218,1,1,0,283.71,0
104.22.44.204,1,1,0,283.71,0
141.101.123.224,1,1,0,283.71,0
104.23.137.154,1,1,0,283.72,0
172.65.166.192,1,1,0,283.73,0
104.19.16.219,1,1,0,283.74,0
104.20.184.196,1,1,0,283.74,0
104.25.142.139,1,1,0,283.76,0
104.22.42.33,1,1,0,283.76,0
172.67.51.74,1,1,0,283.77,0
172.64.174.193,1,1,0,283.78,0
172.67.39.150,1,1,0,283.79,0
172.67.8.70,1,1,0,283.8,0
104.23.97.134,1,1,0,283.82,0
172.67.25.11,1,1,0,283.83,0
198.41.208.8,1,1,0,283.86,0
104.27.48.195,1,1,0,283.88,0
172.65.152.190,1,1,0,283.88,0
172.65.214.164,1,1,0,283.88,0
104.27.113.136,1,1,0,283.9,0
172.67.10.102,1,1,0,283.92,0
172.64.174.166,1,1,0,283.92,0
172.65.101.26,1,1,0,283.92,0
162.159.6.26,1,1,0,283.93,0
104.25.125.130,1,1,0,283.96,0
104.17.245.86,1,1,0,283.97,0
173.245.49.133,1,1,0,284,0
104.24.13.104,1,1,0,284.01,0
141.101.123.34,1,1,0,284.03,0
172.67.61.181,1,1,0,284.05,0
198.41.209.9,1,1,0,284.05,0
104.23.125.86,1,1,0,284.05,0
104.21.216.95,1,1,0,284.07,0
104.20.205.97,1,1,0,284.07,0
104.24.4.152,1,1,0,284.07,0
104.18.27.226,1,1,0,284.08,0
104.23.113.217,1,1,0,284.08,0
104.25.181.245,1,1,0,284.11,0
172.65.37.230,1,1,0,284.11,0
172.64.68.61,1,1,0,284.12,0
108.162.192.43,1,1,0,284.12,0
172.67.44.150,1,1,0,284.16,0
104.19.221.180,1,1,0,284.17,0
104.23.122.132,1,1,0,284.17,0
104.16.131.226,1,1,0,284.17,0
104.27.195.124,1,1,0,284.18,0
104.19.21.31,1,1,0,284.2,0
104.16.129.240,1,1,0,284.22,0
104.23.127.2,1,1,0,284.23,0
104.27.106.6,1,1,0,284.23,0
104.20.208.248,1,1,0,284.25,0
172.65.44.45,1,1,0,284.26,0
172.66.42.170,1,1,0,284.27,0
162.159.57.249,1,1,0,284.31,0
141.101.123.184,1,1,0,284.32,0
172.67.19.92,1,1,0,284.33,0
104.23.142.174,1,1,0,284.33,0
162.159.192.153,1,1,0,284.34,0
172.65.154.193,1,1,0,284.35,0
172.64.48.198,1,1,0,284.35,0
162.159.1.144,1,1,0,284.36,0
190.93.246.78,1,1,0,284.38,0
190.93.246.77,1,1,0,284.38,0
104.20.175.250,1,1,0,284.41,0
172.65.109.169,1,1,0,284.43,0
104.16.15.165,1,1,0,284.44,0
141.101.123.216,1,1,0,284.45,0
172.67.55.84,1,1,0,284.47,0
173.245.49.209,1,1,0,284.49,0
104.21.5.208,1,1,0,284.51,0
172.64.32.46,1,1,0,284.51,0
104.23.131.201,1,1,0,284.51,0
104.17.20.94,1,1,0,284.51,0
104.16.46.117,1,1,0,284.54,0
162.159.25.107,1,1,0,284.54,0
190.93.244.188,1,1,0,284.57,0
104.16.171.163,1,1,0,284.57,0
104.20.180.212,1,1,0,284.58,0
172.67.2.120,1,1,0,284.63,0
172.64.131.208,1,1,0,284.63,0
104.31.16.96,1,1,0,284.65,0
141.101.114.251,1,1,0,284.68,0
198.41.208.51,1,1,0,284.69,0
104.20.171.10,1,1,0,284.69,0
104.23.131.160,1,1,0,284.7,0
162.159.4.11,1,1,0,284.71,0
104.16.222.83,1,1,0,284.71,0
172.65.211.160,1,1,0,284.73,0
172.67.58.182,1,1,0,284.75,0
104.17.170.2,1,1,0,284.75,0
104.22.46.228,1,1,0,284.77,0
104.16.214.116,1,1,0,284.78,0
104.19.5.214,1,1,0,284.79,0
141.101.123.212,1,1,0,284.8,0
198.41.206.162,1,1,0,284.82,0
162.159.13.163,1,1,0,284.83,0
198.41.223.232,1,1,0,284.84,0
172.67.51.249,1,1,0,284.84,0
104.23.141.132,1,1,0,284.85,0
104.21.7.45,1,1,0,284.86,0
162.159.11.70,1,1,0,284.86,0
198.41.222.24,1,1,0,284.87,0
104.23.96.72,1,1,0,284.87,0
190.93.246.65,1,1,0,284.87,0
104.29.94.49,1,1,0,284.92,0
104.27.116.196,1,1,0,284.93,0
104.19.219.63,1,1,0,284.94,0
198.41.208.16,1,1,0,284.94,0
104.17.13.189,1,1,0,284.95,0
104.22.42.158,1,1,0,284.95,0
104.20.220.106,1,1,0,284.96,0
141.101.123.214,1,1,0,284.97,0
141.101.90.179,1,1,0,284.98,0
104.20.187.67,1,1,0,284.98,0
172.64.69.224,1,1,0,285.01,0
104.23.107.213,1,1,0,285.01,0
104.23.117.244,1,1,0,285.05,0
172.65.223.62,1,1,0,285.08,0
104.24.25.82,1,1,0,285.09,0
104.21.52.221,1,1,0,285.09,0
104.27.195.128,1,1,0,285.1,0
104.16.130.221,1,1,0,285.1,0
172.64.33.166,1,1,0,285.16,0
104.18.3.10,1,1,0,285.16,0
104.19.138.208,1,1,0,285.18,0
104.21.122.22,1,1,0,285.21,0
198.41.215.89,1,1,0,285.22,0
141.101.115.113,1,1,0,285.22,0
172.67.25.82,1,1,0,285.25,0
104.18.169.144,1,1,0,285.27,0
104.18.137.37,1,1,0,285.27,0
104.27.105.22,1,1,0,285.27,0
198.41.208.3,1,1,0,285.28,0
104.17.253.58,1,1,0,285.28,0
104.19.128.2,1,1,0,285.29,0
104.25.104.30,1,1,0,285.3,0
104.17.137.68,1,1,0,285.31,0
172.66.41.115,1,1,0,285.31,0
162.159.2.18,1,1,0,285.31,0
172.67.16.193,1,1,0,285.32,0
162.159.6.225,1,1,0,285.34,0
141.101.121.243,1,1,0,285.35,0
104.23.137.182,1,1,0,285.36,0
104.16.149.114,1,1,0,285.37,0
190.93.245.237,1,1,0,285.38,0
190.93.245.238,1,1,0,285.38,0
172.67.24.199,1,1,0,285.38,0
104.21.6.94,1,1,0,285.4,0
104.22.42.243,1,1,0,285.44,0
172.65.109.166,1,1,0,285.44,0
104.23.118.87,1,1,0,285.46,0
104.20.156.174,1,1,0,285.47,0
172.65.44.34,1,1,0,285.48,0
172.67.55.217,1,1,0,285.49,0
172.65.211.98,1,1,0,285.5,0
198.41.219.33,1,1,0,285.52,0
104.20.88.249,1,1,0,285.52,0
104.25.106.146,1,1,0,285.55,0
104.23.100.197,1,1,0,285.56,0
104.23.100.196,1,1,0,285.56,0
141.101.123.88,1,1,0,285.56,0
172.64.48.148,1,1,0,285.57,0
172.65.38.185,1,1,0,285.57,0
104.20.102.59,1,1,0,285.58,0
198.41.208.58,1,1,0,285.59,0
104.25.136.195,1,1,0,285.61,0
172.67.20.104,1,1,0,285.62,0
172.65.206.89,1,1,0,285.63,0
104.16.222.246,1,1,0,285.65,0
141.101.121.240,1,1,0,285.68,0
173.245.49.77,1,1,0,285.68,0
172.64.42.82,1,1,0,285.68,0
104.20.241.102,1,1,0,285.72,0
104.21.192.206,1,1,0,285.77,0
104.18.20.243,1,1,0,285.77,0
104.18.20.242,1,1,0,285.77,0
172.64.100.168,1,1,0,285.79,0
172.66.41.126,1,1,0,285.79,0
104.19.3.157,1,1,0,285.79,0
198.41.215.88,1,1,0,285.81,0
172.64.69.210,1,1,0,285.82,0
162.159.60.207,1,1,0,285.83,0
172.65.49.22,1,1,0,285.83,0
104.20.250.39,1,1,0,285.83,0
172.65.215.205,1,1,0,285.86,0
172.67.2.97,1,1,0,285.86,0
141.101.115.196,1,1,0,285.89,0
104.22.51.86,1,1,0,285.93,0
104.18.199.6,1,1,0,285.95,0
162.159.23.168,1,1,0,285.97,0
104.16.213.237,1,1,0,285.98,0
198.41.217.252,1,1,0,286.01,0
172.65.207.181,1,1,0,286.02,0
172.67.44.245,1,1,0,286.02,0
172.65.157.128,1,1,0,286.07,0
104.22.47.172,1,1,0,286.08,0
162.159.16.159,1,1,0,286.08,0
104.24.26.197,1,1,0,286.1,0
104.27.194.138,1,1,0,286.1,0
172.65.223.99,1,1,0,286.14,0
104.17.128.172,1,1,0,286.15,0
162.159.15.138,1,1,0,286.17,0
141.101.121.148,1,1,0,286.19,0
104.23.132.82,1,1,0,286.2,0
104.27.15.244,1,1,0,286.21,0
104.27.194.95,1,1,0,286.22,0
104.23.113.161,1,1,0,286.22,0
104.27.194.20,1,1,0,286.23,0
172.64.68.241,1,1,0,286.25,0
162.159.15.125,1,1,0,286.25,0
104.20.209.63,1,1,0,286.25,0
172.67.14.117,1,1,0,286.27,0
104.25.126.246,1,1,0,286.27,0
104.27.24.242,1,1,0,286.28,0
172.65.52.236,1,1,0,286.28,0
172.65.207.113,1,1,0,286.32,0
104.20.244.39,1,1,0,286.33,0
172.65.52.245,1,1,0,286.35,0
104.18.220.147,1,1,0,286.36,0
104.25.126.38,1,1,0,286.36,0
104.17.26.236,1,1,0,286.36,0
162.159.60.209,1,1,0,286.37,0
104.16.14.214,1,1,0,286.38,0
104.27.195.39,1,1,0,286.38,0
172.64.133.88,1,1,0,286.4,0
173.245.49.240,1,1,0,286.4,0
141.101.115.36,1,1,0,286.43,0
141.101.114.61,1,1,0,286.44,0
172.64.52.145,1,1,0,286.47,0
104.20.252.194,1,1,0,286.48,0
162.159.20.158,1,1,0,286.54,0
172.67.50.224,1,1,0,286.55,0
141.101.123.103,1,1,0,286.56,0
141.101.123.96,1,1,0,286.56,0
141.101.123.95,1,1,0,286.56,0
141.101.123.78,1,1,0,286.56,0
172.65.215.76,1,1,0,286.56,0
104.17.33.48,1,1,0,286.58,0
104.16.173.172,1,1,0,286.64,0
104.18.248.66,1,1,0,286.68,0
104.27.116.14,1,1,0,286.7,0
104.27.108.208,1,1,0,286.71,0
172.66.46.4,1,1,0,286.72,0
172.65.102.52,1,1,0,286.74,0
104.20.218.100,1,1,0,286.76,0
104.20.106.69,1,1,0,286.78,0
162.159.4.8,1,1,0,286.79,0
172.67.61.140,1,1,0,286.79,0
104.17.31.75,1,1,0,286.8,0
172.64.50.50,1,1,0,286.81,0
173.245.49.74,1,1,0,286.83,0
141.101.123.245,1,1,0,286.84,0
172.67.50.80,1,1,0,286.85,0
104.27.108.62,1,1,0,286.86,0
172.67.55.170,1,1,0,286.87,0
104.19.228.58,1,1,0,286.89,0
162.159.20.61,1,1,0,286.92,0
104.18.177.144,1,1,0,286.92,0
162.159.202.246,1,1,0,286.92,0
141.101.114.138,1,1,0,286.93,0
104.21.14.136,1,1,0,286.94,0
172.67.51.0,1,1,0,286.94,0
104.18.211.163,1,1,0,286.95,0
104.18.190.47,1,1,0,286.95,0
173.245.49.168,1,1,0,286.96,0
172.65.42.31,1,1,0,286.96,0
173.245.49.115,1,1,0,286.99,0
172.67.9.171,1,1,0,287.01,0
162.159.31.142,1,1,0,287.01,0
172.67.6.110,1,1,0,287.03,0
172.65.154.9,1,1,0,287.04,0
104.27.106.160,1,1,0,287.06,0
141.101.123.92,1,1,0,287.06,0
141.101.90.213,1,1,0,287.07,0
104.23.119.240,1,1,0,287.08,0
141.101.123.243,1,1,0,287.1,0
141.101.70.112,1,1,0,287.11,0
172.65.99.158,1,1,0,287.12,0
104.17.13.191,1,1,0,287.14,0
172.67.24.173,1,1,0,287.16,0
172.67.174.85,1,1,0,287.16,0
141.101.114.79,1,1,0,287.16,0
104.17.127.162,1,1,0,287.16,0
172.64.47.10,1,1,0,287.17,0
104.25.138.0,1,1,0,287.2,0
172.67.26.37,1,1,0,287.23,0
172.65.93.210,1,1,0,287.23,0
104.20.164.76,1,1,0,287.24,0
172.66.43.194,1,1,0,287.24,0
172.67.21.207,1,1,0,287.26,0
104.16.121.30,1,1,0,287.26,0
172.64.130.0,1,1,0,287.26,0
104.20.211.197,1,1,0,287.27,0
104.17.33.192,1,1,0,287.28,0
104.21.222.118,1,1,0,287.28,0
104.27.196.238,1,1,0,287.3,0
104.25.115.135,1,1,0,287.31,0
162.159.15.156,1,1,0,287.33,0
141.101.123.125,1,1,0,287.34,0
172.65.166.132,1,1,0,287.36,0
172.65.212.220,1,1,0,287.4,0
104.27.127.220,1,1,0,287.45,0
172.64.32.39,1,1,0,287.46,0
104.16.13.15,1,1,0,287.47,0
172.67.49.77,1,1,0,287.47,0
104.18.0.145,1,1,0,287.48,0
172.67.39.169,1,1,0,287.49,0
104.25.126.23,1,1,0,287.5,0
162.159.15.132,1,1,0,287.51,0
172.67.27.3,1,1,0,287.51,0
172.67.185.118,1,1,0,287.51,0
104.17.19.106,1,1,0,287.55,0
141.101.123.75,1,1,0,287.56,0
141.101.123.83,1,1,0,287.56,0
141.101.123.84,1,1,0,287.56,0
172.64.53.47,1,1,0,287.56,0
104.16.245.127,1,1,0,287.59,0
104.16.135.33,1,1,0,287.6,0
172.67.10.62,1,1,0,287.62,0
104.24.35.126,1,1,0,287.63,0
162.159.6.232,1,1,0,287.64,0
104.27.17.73,1,1,0,287.68,0
104.31.16.115,1,1,0,287.68,0
172.65.153.81,1,1,0,287.68,0
104.19.34.75,1,1,0,287.7,0
172.67.29.224,1,1,0,287.7,0
141.101.123.185,1,1,0,287.7,0
141.101.123.217,1,1,0,287.71,0
141.101.123.220,1,1,0,287.71,0
172.66.46.157,1,1,0,287.71,0
172.65.158.192,1,1,0,287.71,0
104.21.0.131,1,1,0,287.71,0
104.19.130.35,1,1,0,287.73,0
104.16.89.17,1,1,0,287.76,0
104.23.131.204,1,1,0,287.77,0
104.17.52.15,1,1,0,287.78,0
198.41.204.121,1,1,0,287.78,0
104.23.130.242,1,1,0,287.79,0
172.65.215.173,1,1,0,287.8,0
104.16.33.55,1,1,0,287.8,0
162.159.15.155,1,1,0,287.8,0
141.101.123.120,1,1,0,287.84,0
